INPUT:Malayalam_1	INPUT:Malayalam_2	INPUT:text_1	OUTPUT:result	CONFIDENCE:result	
എന്റെ മഠത്തിന്റെ നിരാശയോടെ!	എന്റെ ആത്മാക്കളുടെ പോലെ!	with the love of my life !	0	99.00%	
രണ്ടാമതായി, നിങ്ങളുടെ അവസ്ഥ എത്ര ദുഷ് കരമാണെന്നോ!	രണ്ടാമതൊരു കാര്യം എനിക്കറിയാം.	second , i can relate to how difficult your situation is since i am also single . be patient !	0	99.00%	
ഞങ്ങൾ രണ്ടും ഒരുപോലെ പ്രവർത്തിക്കണം . ് ് െ	രണ്ടും ഒന്നിച്ചു പ്രവർത്തിക്കണം. ് ് േേ	we both have to work on things .	1	99.99%	
ഒരു കഴിവുറ്റ ഗായകനും, വളരെ ആകര് ഷകവുമാണ് ഈ നഗരം.	കീത്ത് അര് ബന് ഒരു നല്ല ഗായകന് മാത്രമല്ല, അദ്ദേഹം ചൂടാണ്.	keith urban is both a talented singer and very attractive .	0	99.00%	
ആരാണ് എന്നെ ലജ്ജിപ്പിക്കുന്നതും h കവർന്നെടുക്കുന്നതെന്താണ്?	ആരാണ് h വിനിയോഗിക്കുന്നത്?	who is set h and what did set h do ?	0	99.00%	
എല്ലാം, അത് ആലപിച്ചതല്ല, ഞാൻ ശ്രമിക്കും.	അലർട്ട, പക്ഷേ ഞാൻ ആഗ്രഹിക്കുന്ന ഒരു കോളല്ല.	no , that is not a song i would listen to .	0	99.00%	
അവൻ ടിക്ക് ഇടാൻ മറക്കുകയായിരുന്നു. ് ാ ൻ	അവിടെയുള്ളവർ അവിടെയുള്ളവർക്ക് ചെയ്യാൻ മറന്നുപോയി. ♪	he forgot to put in the do t .	0	99.00%	
ഞാൻ വ്യാഖ്യാനിക്കുന്നു.നിങ്ങൾ ഇപ്പോൾ ഒരു സി COM- ലേക്ക് ഫലപ്രദമാണോ?	ഞാൻ പിടിച്ചു.എന്നെ ഇതുവരെ ഡേറ്റിംഗ് നടത്തുന്ന ഒരു സി കോമിനോട് നിങ്ങൾ കഴിവുള്ളവരാണോ?	i understand . are you able to a c com o date me now ?	0	62.32%	
ഞാൻ അനിശ്ചിതത്വത്തിലാണ്, അതിനാലാണ് എല്ലാവരും എന്നെ ഇഷ്ടപ്പെടുന്നത്.	ഞാൻ മാന്യനാണ്, അതിനാലാണ് ആരും എന്നെ ഇഷ്ടപ്പെടാത്തത്.	i ' m respectful , which is why everyone likes me .	0	99.02%	
ഒരിക്കൽ ആഴത്തിലുള്ള ശ്വസനം എടുക്കുക	"""ഞാൻ 'ഇല്ല' എന്ന വാക്കിന്റെ വലിയ ആരാധകനല്ല"	take a deep breath once in awhile .	0	98.92%	
ഈ മനുഷ്യനെ നിങ്ങൾ കൊള്ളയടിക്കുന്നില്ല.അവൻ ഭുരാഹ് ഇഡ് ആകുക.അവനെ ഒഴിവാക്കരുത്.	നിങ്ങൾ ഈ ജീവനക്കാരനെ അനുഭവിക്കുന്നില്ല.അദ്ദേഹം ed ഉറപ്പ് പ്രത്യക്ഷപ്പെടാം.ഇടപഴകുക.	you do not know this man . he may be arm ed . do not meet him .	0	99.00%	
ഞാൻ പ്രതീക്ഷിക്കുന്നു.	ഞാൻ പ്രതീക്ഷിക്കുന്നു എനിക്ക് സഹായിക്കാൻ കഴിയും.	i hope i could help .	1	99.55%	
ജീവി ത ത്തിൽ യേശു വി ന്റെ സുഹൃ ത്തു ക്ക ളാ യി രി ക്ക ണ മാ യി രു ന്നു.	അവന്റെ ഉദ്ദേശം ൧൪. മംഗളോദയം ൬. മംഗളോദയം.	his calling in life was to be a companion to mr . gar ris on .	0	99.00%	
"നിങ്ങൾ സ്വയം പ്രകടിപ്പിക്കുന്നത് ""എന്നെക്കാൾ മറികടക്കാൻ ഞാൻ ആഗ്രഹിക്കുന്നുണ്ടോ?"""	"നിങ്ങൾ സ്വയം അപേക്ഷിക്കണം ""ഇടപാട് ഇത്രയധികം മെച്ചപ്പെടുത്തിയത്?"""	"you must ask yourself "" do i deserve better than this ?"""	0	98.71%	
എനിക്ക് ഹ്രസ്വ കിമ്മിനെയും ടിഎഎയെയും ഇഷ്ടമാണ്, ഇപ്പോഴും ഹാൻ ടി ആയിരിക്കുമ്പോൾ.	എനിക്ക് ഇരട്ട കിമ്മി എന്നാൽ ടിഎ എൻഎ, കൂടാതെ ഹാൻ ടി രണ്ടിനേക്കാളും ഹാൻ ടി മെച്ചപ്പെടുത്തി.	i like little kim and ti na , but as han t i is better than both .	0	98.71%	
അത് സംഭവിച്ചു, അവർ സഹ ജോലിയിലാണ്.	അതിനാൽ അവ സംഭവിച്ചു.	it happened because they are co worker s .	1	80.12%	
ഒരു സ്ത്രീ മിസ്സ് യൂണിവേഴ്സിനെ കിരീടധാരണം ചെയ്യപ്പെട്ടിട്ടുണ്ട്	വളരെ ദയയും തമാശയും ഉള്ള ആളുകൾ നിറഞ്ഞിരിക്കുന്നു	top it all off with a smile .	0	99.00%	
ഫലത്തിൽ പെൺകുട്ടികൾ അവരുടെ കാമുകൻ ആന്തരിക അവധിദിനങ്ങൾ നിരസിക്കുന്നത് എങ്ങനെ?	നിങ്ങൾ കണ്ടെത്തിയ കണ്ടെത്തലുകൾ റെഡി ഗൈ അവരുടെ കാമുകൻമാർ സുരക്ഷിതമായി റദ്ദാക്കിയ തീയതികൾ എടുക്കുന്നുണ്ടോ?	how do you feel about girls taking their boyfriends out on dates ?	0	62.32%	
ഞാൻ അത് ഇറക്കിവിടുന്നു, നിങ്ങൾ .ഹിക്കുന്നു.	ഞാൻ തയ്യാറാക്കി, നിങ്ങൾ അനുഭവിക്കുന്നു.	i made that up , you know .	0	99.00%	
ഞാൻ ഒരു സുന്ദരിയായ സ്ത്രീയാണ്, എനിക്ക് എല്ലായ്പ്പോഴും ആൺകുട്ടികളിൽ നിന്ന് ശ്രദ്ധ നേടുന്നു	ഞാൻ ഒരു അയാൾക്ക് കട്ടിയുള്ള സ്ത്രീയാണ്, എനിക്ക് എല്ലായ്പ്പോഴും ശ്രദ്ധ നേടുന്നു	i am a healthy , curv ace ous woman , and i get attention from men all the time .	0	62.32%	
അവർ സ്വയം ശല്യപ്പെടുത്തുന്നില്ല	അവർ സ്വയം ശല്യപ്പെടുത്തുന്നില്ല	if he won ' t . they don ' t bother yourself .	1	99.99%	
അവർ ചിരിച്ചില്ലെങ്കിൽ അവരെ പഠിപ്പിക്കരുത്	അവർ ചിരിച്ചില്ലെങ്കിൽ, അവർ ചിരിക്കാൻ പഠിക്കണം	if they do not laugh , they must be taught .	0	98.92%	
വേഷങ്ങൾ അല്ലെങ്കിൽ റിസ് തീരുമാനമെടുക്കുക	ഗ്രബ് അല്ലെങ്കിൽ റിസ് നട്ടുവളർത്തുമ്പോൾ അദ്ദേഹം ബൂസ്റ്റ് - അപ്പ് നോട്ട്ബുക്ക് എസ് വീണ്ടും ഇടപഴകുന്നില്ല, അവരെ കാരണം എന്ന് വിളിക്കുന്നു - കൂമ്പാരങ്ങൾ.	when chuck nor ris works out , he does not do push - up exercise s , they are called ground - down s .	0	99.00%	
എനിക്ക് സാൻതാ ബാൻഡിൽ ഡൌൺലോഡ് കണ്ടെത്താൻ കഴിഞ്ഞിട്ടില്ല.അ	സാന് റാബന്തയില് ബുഷ്ഡ download ണ്ലോഡുകള് കണ്ടെത്താനായില്ല -	i couldn ' t find downloads at santa band a . are you sure that they are there ?	1	99.99%	
ഞങ്ങൾ എപ്പോഴും അവന്റെ പാന്റീസ് ധരിക്കാറുണ്ട്. ് ്	ഞാൻ എല്ലാപ്പോഴും അവന്റെ ജാക്കറ്റ് ആയി തിരയുന്നു, എന്നിട്ട് അവരെ കീറിമുറിക്കുന്ന	he has been we t ting his pants all the time .	0	98.71%	
അവനെ കുത്തനെയുള്ള അഭിവാദ്യം ഇങ്ഗരല്ല.	ആറ് സ്നേഹിക്കുന്ന ആറ് സ്നേഹിക്കുന്ന ആറ് പേരെ തിരിച്ചറിയുന്നതിനാണ് യാചിക്കുക.	give him my love is one of six affectionate greet ing s .	0	99.99%	
നിങ്ങൾ എന്റെ തലയുടെ പിൻഭാഗം സ്പർശിച്ചാൽ എന്നെ സ്പർശിക്കാൻ ഞാൻ നിങ്ങളെ അനുവദിക്കില്ല	നിങ്ങൾ ഒരുപാട് വേദനയിലാകും	if you touch my but t , i will hit so hard that you have a conc us sion .	0	99.02%	
പൂക്കളും ചോക്കലേറ്റ് സ്യൂട്ടും അയയ്ക്കുന്നത് ബുദ്ധിയാണ്.	അവിടെ നിന്ന്... പൂക്കൾ & ചോക്ലേറ്റ് അടിക്കും!	it ' s always smart to send flowers and chocolate s .	0	99.00%	
എന്നിരുന്നാലും, ഈ വാദത്തെ നിരീക്ഷിക്കാതിരിക്കാന് ശ്രമിക്കുക. േ യ	അതിന്റെ സാധാരണ . എന്നാൽ നിങ്ങൾ ഇത് വളരെയധികം എടുക്കുന്നില്ല എന്ന് ഉറപ്പാക്കുക. o	it is normal , however , don ' t take it too far and try not to obsess about the argument .	0	99.99%	
ആ കട്ടിലിൽ ഇരിക്ക്, എന്നിട്ട് അവനെ നോക്കിക്കോളും.	ഇരുന്ന് അവന്റെ കൂടെ ഇരിക്ക്.	sit down on the couch , and watch it with him .	0	62.32%	
നിങ്ങൾ ചെയ്യുന്നതുപോലെയുള്ള ഒരു ഐടിവൈ ഞാൻ ഉപയോഗിച്ചിട്ടില്ല!ഞാൻ ചെയ്യുന്നതുപോലെ ഞാൻ പ്രൊഫൈൽ എഫ് ഒരു എഫ് ഉപയോഗിക്കുന്നത്!ഞാൻ പ്രൊഫസ്റ്ററും എഫ് എഫ് എഫ് എഫ്യും ഉപയോഗിക്കുന്നു	ഞാൻ അതുപോലെ സത്യം ചെയ്യുന്നില്ല!ഞാൻ സത്യം ചെയ്തു	i do not use pro f an ity like you do !	0	99.00%	
ചില ആളുകൾ അവരുടെ താൽപ്പര്യങ്ങൾക്കു വേണ്ടി നോക്കണം. അവൻ നിങ്ങൾ	ചില ആളുകൾ സ്വയം സഹായിക്കണം. ാ ൻ സഹായിക്കാൻ സാധിക്കില്ല.	some people must look out for their own interests , and he is one you should not help .	0	99.02%	
ഈ പാട്ടിന് ലിറിക് കിട്ടുമോ?	ഈ പാട്ടിന് ലിറിക് കിട്ടുമോ?	could i please have the lyrics to this song ?	1	99.99%	
NU M യൂറോസെന്റ് വംശനാശം സംഭവിക്കുകയും റാപ്പിംഗ് ചെയ്യുകയും ചെയ്യുന്നു.എമിനെം വംശനാശം സംഭവിക്കുകയും ശാന്തമാവുകയും ചെയ്യുന്നു.ടുപാക്ക് പുറപ്പെട്ടു.	Nu m പെന്നി ഇപ്പോഴും റാപ്പിംഗ് ആണ്.എമിനെം ഇപ്പോഴും വിരമിക്കുന്നു.ടുപാക്ക് വീട് കടന്നുപോയി.	nu m cent is alive and rapping . eminem is alive and retired . tupac has passed away .	0	64.09%	
"അനുഭവം നാ ആറാം ഗൈങ്കിൾ മുതൽ ""മീറ്റർ ആർട്ട് യൂഫോണി വരെ. കോം"", അല്ലെങ്കിൽ അനുചിതമായ UR L ""മീറ്റർ ആർട്ട്സ്"", എനിക്ക് സംശയമുണ്ട്."	"""സ്പിരിറ്റ് സ്പിരിറ്റ് സ്പിരിറ്റ്സ് സ്പിരിറ്റ്"", അല്ലെങ്കിൽ റിംഗാൻസ് "", അല്ലെങ്കിൽ റിഫോർഫോം"", അല്ലെങ്കിൽ ഞാൻ വിശ്വസനീയമല്ല."	"try na vi ga ting to "" time life music . com "", or perhaps the correct ur l is "" time life . com "", i am uncertain ."	0	98.71%	
ഈ പാട്ട് മാസ്റ്റർ പി.എച്ച് ആണെന്ന് ഞാൻ വിശ്വസിക്കുന്നു, പക്ഷേ എനിക്ക് പാട്ടിന്റെ ശരിയായ പേര് ഓർത്തെടുക്കാൻ കഴിയും.	അതിന്റെ മാസ്റ്റർ പിക്ക്, പക്ഷേ എനിക്കോർമ്മയില്ല പാട്ടിന്റെ പേര്	i believe the song is by master p , though i can ' t remember the exact name of the song .	0	80.08%	
അവളുടെ കണ്ണുകൾ നിങ്ങളെ നോക്കുന്ന രീതിയിൽ നിന്ന്	അവൻ നിങ്ങളെ നോക്കുന്നു	from the way he looks at you .	0	57.92%	
അവരുടെ അയൽക്കാരെപ്പോലെയാണ് സംസാരിക്കുന്നത്. ് ള	അവര് ക്ക് സുഹൃത്തിനെ പോലെയാണ് സംസാരിക്കുന്നത്. ് ്	talking like one of their friends .	0	99.99%	
"""ലക്കി"" ""ver"" എന്നതിന്റെ ഒരു ഫ്രഞ്ച് പദമാണ് """" ലാ za രു ve ""എന്നത് ഫ്രഞ്ച്"" ""നല്ലത്"" അല്ലെങ്കിൽ ""ലസ"" ആണ്"	ലാ za രു റു ഗോൾ എറിന്റെ പേര് ഒരു യുവതിയുടെ ജനപ്രിയ പേരാണ്	"i feel that the name "" la za ru s "" is cool er than "" ver da le ."""	0	98.71%	
ഞാൻ എന്റെ സ്കൂളിൽ ഉള്ള പെൺകുട്ടിയോട് ഒരു ഡേറ്റ് നടത്തണോ?	ഞാൻ എന്റെ സ്കൂളിൽ നിന്ന് ഒരു പെൺകുട്ടിയോട് ചോദിക്കട്ടെ.	should i ask the girl at my school out on a date ?	0	99.99%	
പാപപരിഹാരം കൊണ്ട് വിറ്റവർ വിറ്റതായി തോന്നുന്നു.	ക്രൂരൻ, പിന്നെ, പിഴച്ചു പെറ്റവനും.	it seems that and ers sold out with the sin ing .	0	99.99%	
അവൾ നല്ലവളാണോ എന്ന് ഞാൻ നോക്കട്ടെ.	പക്ഷേ, അവൾ നല്ലവളാണെങ്കിൽ അതിലേക്ക് നോക്കണം!	i will look into if she is any good .	0	99.99%	
"ഇബേ വെബ്സൈറ്റിൽ ""NU ഡിഗ്രി സെ"" ടൈപ്പുചെയ്ത് നിങ്ങൾക്ക് ഒരു ഫലം നേടാനാകുംവെന്നും ഞാൻ പോസിറ്റീവാണ്"	ഡിഗ്രി എസ് സിഡിയിൽ ടൈപ്പ് ചെയ്ത് എന്തെങ്കിലും വന്ന് ഇഷ്യൂ ചെയ്ത് ഇ	"if you type "" nu m degree s cd "" on ebay ' s website , i am positive that a result will come up ."	0	98.71%	
അവളൊരു മോട്ടോർ മോട്ടോർ മോട്ടോർ മോട്ടോർ മോഷ്ട്ടിച്ചു.	( അവൾ ഗ്യാസ് സ്റ്റേഷൻ കാറിനു വെളിയിൽ കൊണ്ടുപോകുകയും ചെയ് തു)	she stole a mo t or vehicle .	0	99.99%	
അവരുടെ ഭാഗത്തുനിന്നുള്ള ഒരാളെയാണ് അവർ ആഗ്രഹിക്കുന്നത്. ്	അത് അവരുടെ ഭാഗത്തു തന്നെയായിരിക്കും. ് ് ൂ	they want someone who will be there by their side no matter what happens .	0	99.99%	
എന്റെ ഭാവി സുഹൃത്തും ജോണും. ് ് േ	ജോണി ഡിപ്പ്, പിന്നെ എന്റെ ഭാവി ഭാര്യ. ടുഡേ	my future boyfriend and johnny depp .	0	98.71%	
പിന്നീട് ഖേദിക്കാൻ മാത്രം ഞാൻ പങ്കാളിയുമായി വേർപെടുത്തി	ഞാൻ ചെയ്തു, ഞാൻ എന്റെ കാമുകനോടൊപ്പം പിരിഞ്ഞ് ഖേദിക്കുന്നു	i did break up with my boyfriend only to later regret it .	1	99.99%	
ഏറ്റവും കൂടുതൽ പോകുന്ന ഒരു കഥയുടെ കഥയാണ് പോസ്റ്റോഫീസ്	താഴേക്ക് പോകുന്ന കാര്യമാണ്, ഇറങ്ങണം	"the post office tall tale that says "" what goes up most go down ""."	0	99.99%	
പഴയ ഗാനങ്ങൾ കേൾക്കാൻ ശ്രമിക്കുക	ചില പഴയ ഗാനങ്ങൾ കേൾക്കാൻ ശ്രമിക്കുക	try to listen to old music .	1	99.99%	
സിയിൽ ഞാൻ പ്ലയർ, പക്ഷേ അത് ബുദ്ധിമുട്ടായിരിക്കില്ല	നിങ്ങൾ ഒരു സ്ത്രീയാണ്, നിങ്ങൾ മറ്റൊരു ട്രീറ്റിനായിരിക്കും	that sounds beautiful in pr in ci ple , but it might be difficult to find in real life .	0	99.99%	
ആന്റി വംശജനായ മുയൽ അദ്ധ്യാപകാരിയിൽ പങ്കെടുക്കുന്ന കൗമാരക്കാരനാണോ നിങ്ങൾ?	നിങ്ങൾ ഒരു കൗമാരക്കാരനാണോ അതൂക്കരീതിയിൽ ഒരു പ്രീ പ്രോഗ്രാമിനെ ആന്റി ലൈസൻ സെഷനിൽ.	are you a teenager that attend s a pre dom in antly black high school .	0	99.78%	
അവൻ ഒരു മികച്ച നടനാണ്, പക്ഷേ അവൻ സെക്സി അല്ല	അവൻ ഒരു നടനാണ്, പക്ഷേ സെക്സി അല്ല	he is a good actor , but he is not sexy .	1	99.99%	
ഞാൻ അവരെ പരീക്ഷിച്ചു.	-  THE THE WHO OF TRANSLATORS (PDF) (ഭാഷ: ഇംഗ്ലീഷ്). ശേഖരിച്ചത് January 5, 2018.	i haven ' t tried them , but you seem to have a problem with gay or bisexual people .	0	99.95%	
അദ്ദേഹം ഒരുപാട് ഇഷ്ടഗാനങ്ങള് കളിക്കുന്നു. ന്റെ പ്രിയപ്പെട്ടവ “നി	ഒരുപാട് ഗാനങ്ങള് ഇഷ്ടപ്പെടുന്നതാണ്. ് \\xa0	"the band him plays a lot of love songs , my favorite is "" for you ""."	0	83.56%	
(ഇടത്തെ ഭാഗം, വലിയ ചതുരശ്രകിലോമീറ്ററിനു താഴെ) * നിൻറെ ഭാഗ്യത്തിന് നിദാനം *	(രശറ:132 ചതുരശ്രകിലോമീറ്റർ താഴെയുള്ള വലിയ ചതുരശ്രകിലോമീറ്റർ * നല്ല ഭാഗ്യം * *	( the side on the left , underneath the large squares ) * best of luck to you *	0	98.82%	
നിങ്ങൾ മറ്റ് സ്ത്രീകളെ കാണാൻ ശ്രമിക്കണമെന്ന് ഞാൻ കരുതുന്നു	നിങ്ങൾ മറ്റ് സ്ത്രീകളെ കാണണമെന്ന് ഞാൻ കരുതുന്നു	i think that you should try and meet other girls .	1	99.99%	
"""ഞങ്ങള് അവനെ J എന്നു വിളിക്കാമെന്ന് ഞാന് ആര് ഒ എച്ച് പറഞ്ഞു."" അത്"	"""അദ്ദേഹത്തെ ജൂനിയര് എന്ന് വിളിച്ചിരുന്നുവെന്ന് ഞങ്ങളോട് പറയുകയും ചെയ്തു"	i ro h said that we could call him j r because that is his father name .	0	99.00%	
ഞാന് അവനെ ഇഷ്ടപ്പെടില്ലെങ്കിലും മറ്റൊരു കാമുകിയുടെ ആശയം എനിക്കു സഹിക്കാന് കഴിയില്ല	എനിക്ക് മറ്റൊരു പെണ് കുട്ടിയുമായി ജീവിക്കാന് കഴിയില്ല, പക്ഷെ അവനെ ഇഷ്ടമല്ല. 	even though i do not like him , i cannot stand the idea of him having another girlfriend .	0	80.08%	
ഒരു ഫാഫ്രിഷനും ഇന്യസ്ത്രീയനും മാത്രമാണ് സെക്സി ആണെന്ന് ഞാൻ വിശ്വസിക്കുന്നു	ഇറ്റാലിയൻ പുരുഷന്മാർ മാത്രമേ നല്ലവരാകൂ, കറുത്തവർഗ്ഗങ്ങൾ മാത്രമേ നല്ലവരാകൂ	i believe that only a frican and italian men are attractive .	0	98.71%	
നിനക്ക് ഒരുപാടൊന്നും ചെയ്യാൻ കഴിയില്ല.	നിനക്കൊന്നും ചെയ്യാൻ കഴിയില്ല.	there is not a lot you can do .	1	91.51%	
വരികൾ തിരഞ്ഞെടുക്കുന്നതിനുള്ള ഒരു നല്ല ഉറവിടമാണ് Google	സാധാരണയായി ഗൂഗിൾ പൂരിപ്പിക്കുന്നതിനെക്കുറിച്ച് വളരെ മോശമായിരിക്കും	google is a good source for choosing lyrics .	0	99.99%	
എന്തുകൊണ്ടെന്നാൽ അത് ഒരു ദുരന്തത്തിൽ കലാശിക്കും.	നീ കുറുക്കൻ ആകാത്തത് കൊണ്ട്......കാരണം അത് നിന്നെ മുഖത്ത് കുത്തും.	do not be too cocky , because it will likely end in a bad result .	0	99.99%	
കോപം മുഖം അനാവരണം ചെയ്യുക;ഞാൻ ഒയാസിസ് 'ടി നിലപാട് ഇതുവരെ ഇത്രയും പോലെയാണ്.	പാത്രം സ്യൂട്ട് മറച്ചുവെക്കുക;ഞാൻ ഇതുവരെ സങ്കൽപ്പിക്കുകയാണെന്ന് ഞാൻ കരുത്തുറ്റതിനാൽ.	please reveal the answer ; i haven ' t figure s it out as yet .	0	99.99%	
നിങ്ങൾ സ്നേഹിക്കുന്നുവെന്ന് അവകാശപ്പെടുന്ന ഒരു സുഹൃത്ത് orhusbande നിങ്ങൾ ആ വഴികൾ പ്രവർത്തിക്കില്ല	നിങ്ങളുടെ ഭർത്താവ് നിങ്ങളോട് അത് ചെയ്യില്ല	a friend or husband who claims to love you would not act that way .	0	99.99%	
തങ്ങളുടെ മോഹങ്ങളെ നയിക്കാനും തലച്ചോറിനെ ആചാരം നടത്താനും സ്ത്രീ ഇല്ലാതാക്കുന്നു.	പുരുഷന്മാർ അവരുടെ ആഗ്രഹങ്ങൾ പ്രയോഗിക്കാൻ എടുക്കുന്നു, പക്ഷേ അവരുടെ തലച്ചോറുകൾ കഴിക്കുന്നു.	men need to control their desires and use their brains .	0	99.99%	
നിങ്ങൾ താഴ്മയുള്ളവയിൽ ഒരു ഇളക്കലിനായി കൃത്യമായി കണക്കാക്കുക.	നിങ്ങൾ ധീരരായതെന്താണെന്ന് ന്യായവാദത്തിൽ അദ്ദേഹത്തെ എക് ഓപൺസ് വെളിപ്പെടുത്തുക.	just tell him ex a act ly what you mean .	0	99.99%	
നിങ്ങളുടെ എന്റെ yah iva iva നിങ്ങൾ പ്രവർത്തിക്കണം!	നിങ്ങളുടെ എന്റെ ട്വിറ്റര് അക്കൗണ്ട് നിങ്ങള് പ്രവര് ത്തിക്കണം! yahoo	you need to act iva te your my yahoo ! account .	0	99.99%	
ഈ വികാരങ്ങൾ ഒരേപോലെയല്ല.	നിങ്ങൾക്ക് സ്വയം ചോദിക്കാൻ കഴിയുന്ന അതേ രീതിയിൽ നിങ്ങൾ അങ്ങനെ ചെയ്യാറില്ലേ?	it is possible that the feelings are not the same .	0	99.99%	
നിങ്ങൾ ഒരു ഡൺസ് ഓൺ ചെയ്യുകയാണെങ്കിൽ......അഭികാമ്യമായ കാര്യങ്ങൾ പോസ്റ്റ് ചെയ്യേണ്ടിവരും, ശരിയല്ലേ?	നിങ്ങൾ ഒരു വിഡ്ഢിയെ മാറ്റിയാൽ, മണ്ടൻ കാര്യങ്ങൾ പോസ്റ്റ് ചെയ്യുന്നുണ്ടോ?	if you ' re an dun ce you would keep post ing irrelevant things , right ?	0	99.99%	
അത് ഒരു ത്രിത്വത്തെ അർത്ഥമാക്കുന്നു, അതിനായി പോകുക!	എന്നാൽ ഒരു മൂവരും വഴികൾ, അതിൽ എത്തിച്ചേരുക!	that means a threesome , go for it !	1	91.51%	
കോളേജ് ലൈഫ് ഇത്രയും മികച്ചതാകും !!!കോളേജ് ജീവിതം ഒരുപാട് രസകരമാണ്	കോളേജ് ലൈഫ് ഇത്രയും മികച്ചതാകും !!!കോളേജ് ജീവിതം ഒരുപാട് രസകരമാണ്	college life will be so much better .	1	99.99%	
പോലീസുമായി ഒരു വലിയ പോരാട്ടവും അദ്ദേഹത്തിനുണ്ടായിരുന്നു	തനിയെ വീട്ടിലേക്ക് കൊണ്ടുപോകാൻ പോവുകയാണെന്ന് അദ്ദേഹം പറഞ്ഞു	he took her home to meet his mom and dad and he had a terrible fight .	0	98.92%	
എച്ച്ഡി ഡിവിഡിയുടെ ഗുണനിലവാരം h ന് തുല്യമാണ്	ഇപ്പോൾ കുറഞ്ഞത് സമയത്തേക്ക്	in any case , that is true of h d dvd .	0	99.99%	
അവൻ വിരൽ ഒഴിവാക്കുന്നു.	അവന്റെ വികാരങ്ങൾക്ക് ഗുണം ചെയ്തു.	he can ' t help his feelings .	0	99.99%	
മറ്റുള്ളവരെ സന്തോഷിപ്പിക്കാന് നിങ്ങൾ നിർവ്വഹിക്കുന്നുണ്ടെന്ന് ഓർക്കുക .	നിങ്ങൾ പോകുന്നു എന്ന് ഓർക്കുക. ് േച	remember that you are performing to entertain others , not become popular .	0	99.99%	
അവർ ഒരിക്കലും നിങ്ങൾക്ക് ഒരു ദോഷവും ചെയ്യില്ലെന്ന് അവർ അർത്ഥമാക്കുന്നു	അവർ എന്താണ് പറയുന്നതെന്ന് അവർ അർത്ഥമാക്കുന്നുവെങ്കിൽ അവർ എന്തും ചെയ്യുമെന്ന്	they mean they would never do anything to harm you .	0	67.52%	
ആരോടും ചോദിക്കാതെ നിങ്ങള് വിഷമിക്കരുത് . ് ള	നിങ്ങളുടെ ലക് ഷ്യം ആരോടും ചോദിച്ചാൽ നല്ലതുമില്ല. ▪	you shouldn ' t be too shy to ask someone out .	0	99.99%	
നിങ്ങൾ ഇത് ഇതിനകം ചോദിച്ചു എങ്കിൽ ഞാൻ ക്ഷമ ചോദിക്കുന്നു, എന്നിട്ടും ...	നിങ്ങൾ ഇത് ഇതിനകം ചോദിച്ചിട്ടുണ്ടോ എന്ന് ഞാൻ ന്യായീകരിക്കുന്നു ...	i apologize if you ' ve been asked this already , but ...	1	99.93%	
ഒരു ബാൻഡും ഏരിയയും തുടങ്ങുക.	ഒരു ബാൻഡ് തുടങ്ങൂ എന്നിട്ട് കുറച്ച് ജിഗ് സി എടുക്കൂ	start a band and ar range some performance s .	0	99.78%	
എല്ലാ പാറയുടെയും ഓരോ ശൈലിയും ഞാൻ ഇഷ്ടപ്പെടുന്നു	റോക്കിന്റെ വ്യത്യസ്ത ശൈലികൾ ഞാൻ ഇഷ്ടപ്പെടുന്നു	i love every genre of rock music .	1	99.99%	
അദ്ദേഹത്തിന് ഒരു എൽറ്റർസി ആറ്റും ഉദ്യോഗസ്ഥനും നിരവധി തവണ ടാധ്യമുണ്ടായിരുന്നു	അദ്ദേഹം ഉദ്യോഗസ്ഥനെ യുദ്ധം ചെയ്യുകയും ഭീഷണിപ്പെടുത്തുകയും ചെയ്തു	he had an a lter c ation with the officer s and the used a ta s er on him several times so you can imagine the outcome .	0	99.99%	
ഒരു സാധ്യതയുണ്ട്....ഓക്കും.. പിന്നെ പറക്കും റോബോട്ടിനും..	അത് ജോനി ഓക്ക്, പിന്നെ പറന്നു പോയ റോബോട്ട്....അല്ലേ?	one possibility would be johnny so ck o and his flying robot s .	0	83.77%	
ആരോഗ്യമുള്ള, പൂർത്തീകരിക്കുന്ന ജീവിതത്തിനായി നിങ്ങളുടെ പാചകക്കുറിപ്പുകളും നുറുങ്ങുകളും പങ്കിടുക	രാവിലെ നിങ്ങളുടെ മുട്ടകൾ എങ്ങനെ ഇഷ്ടപ്പെടുന്നു?നിങ്ങളുടെ മുട്ടകൾ എങ്ങനെയാണ് ഇഷ്ടപ്പെടുന്നത്?അവ എങ്ങനെ ആസ്വദിക്കും?അവർ എങ്ങനെ നിർമ്മിക്കപ്പെടുന്നു?നിങ്ങൾ എത്രമാത്രം കഴിക്കണം?നിങ്ങൾക്ക് എത്ര കലോറി ആവശ്യമാണ്?നിങ്ങളുടെ മുട്ട നിങ്ങളെ എങ്ങനെ അനുഭവിക്കും?നിങ്ങളുടെ പ്രഭാതഭക്ഷണത്തെക്കുറിച്ച് എങ്ങനെ?	how do you like your eggs prepared in the morning .	0	99.99%	
ഞാൻ ക്ലാരിംഗറ്റുകൾ കളിച്ചു, പക്ഷേ ഞാൻ അതേ ഐടിഇകളെ കാണുന്നില്ല	ഞാൻ സെല്ലോ കളിച്ചു, അത് സമാനമാണെന്ന് കരുതരുത്	i have also played the clarinet , but i see no similar ities to the cell o .	0	99.99%	
